location,yr,week,start_date,end_date,ew,weekly_hosps
32,2022,52,2022-12-25,2022-12-31,202252,169.0
32,2023,1,2023-01-01,2023-01-07,202301,105.0
32,2023,2,2023-01-08,2023-01-14,202302,33.0
32,2023,3,2023-01-15,2023-01-21,202303,6.0
33,2020,42,2020-10-11,2020-10-17,202042,0.0
33,2020,43,2020-10-18,2020-10-24,202043,0.0
33,2020,44,2020-10-25,2020-10-31,202044,0.0
33,2020,45,2020-11-01,2020-11-07,202045,0.0
33,2020,46,2020-11-08,2020-11-14,202046,1.0
33,2020,47,2020-11-15,2020-11-21,202047,1.0
33,2020,48,2020-11-22,2020-11-28,202048,0.0
33,2020,49,2020-11-29,2020-12-05,202049,0.0
33,2020,50,2020-12-06,2020-12-12,202050,0.0
33,2020,51,2020-12-13,2020-12-19,202051,0.0
33,2020,52,2020-12-20,2020-12-26,202052,2.0
33,2020,53,2020-12-27,2021-01-02,202053,7.0
33,2021,1,2021-01-03,2021-01-09,202101,0.0
33,2021,2,2021-01-10,2021-01-16,202102,0.0
33,2021,3,2021-01-17,2021-01-23,202103,1.0
33,2021,4,2021-01-24,2021-01-30,202104,1.0
33,2021,5,2021-01-31,2021-02-06,202105,0.0
33,2021,6,2021-02-07,2021-02-13,202106,1.0
33,2021,7,2021-02-14,2021-02-20,202107,1.0
33,2021,8,2021-02-21,2021-02-27,202108,0.0
33,2021,9,2021-02-28,2021-03-06,202109,0.0
33,2021,10,2021-03-07,2021-03-13,202110,0.0
33,2021,11,2021-03-14,2021-03-20,202111,0.0
33,2021,12,2021-03-21,2021-03-27,202112,1.0
33,2021,13,2021-03-28,2021-04-03,202113,0.0
33,2021,14,2021-04-04,2021-04-10,202114,1.0
33,2021,15,2021-04-11,2021-04-17,202115,1.0
33,2021,16,2021-04-18,2021-04-24,202116,1.0
33,2021,17,2021-04-25,2021-05-01,202117,0.0
33,2021,18,2021-05-02,2021-05-08,202118,3.0
33,2021,19,2021-05-09,2021-05-15,202119,0.0
33,2021,20,2021-05-16,2021-05-22,202120,0.0
33,2021,21,2021-05-23,2021-05-29,202121,0.0
33,2021,22,2021-05-30,2021-06-05,202122,0.0
33,2021,23,2021-06-06,2021-06-12,202123,0.0
33,2021,24,2021-06-13,2021-06-19,202124,5.0
33,2021,25,2021-06-20,2021-06-26,202125,0.0
33,2021,26,2021-06-27,2021-07-03,202126,0.0
33,2021,27,2021-07-04,2021-07-10,202127,0.0
33,2021,28,2021-07-11,2021-07-17,202128,0.0
33,2021,29,2021-07-18,2021-07-24,202129,0.0
33,2021,30,2021-07-25,2021-07-31,202130,0.0
33,2021,31,2021-08-01,2021-08-07,202131,1.0
33,2021,32,2021-08-08,2021-08-14,202132,0.0
33,2021,33,2021-08-15,2021-08-21,202133,0.0
33,2021,34,2021-08-22,2021-08-28,202134,0.0
33,2021,35,2021-08-29,2021-09-04,202135,0.0
33,2021,36,2021-09-05,2021-09-11,202136,0.0
33,2021,37,2021-09-12,2021-09-18,202137,0.0
33,2021,38,2021-09-19,2021-09-25,202138,1.0
33,2021,39,2021-09-26,2021-10-02,202139,1.0
33,2021,40,2021-10-03,2021-10-09,202140,0.0
33,2021,41,2021-10-10,2021-10-16,202141,2.0
33,2021,42,2021-10-17,2021-10-23,202142,1.0
33,2021,43,2021-10-24,2021-10-30,202143,3.0
33,2021,44,2021-10-31,2021-11-06,202144,0.0
33,2021,45,2021-11-07,2021-11-13,202145,2.0
33,2021,46,2021-11-14,2021-11-20,202146,0.0
33,2021,47,2021-11-21,2021-11-27,202147,3.0
33,2021,48,2021-11-28,2021-12-04,202148,0.0
33,2021,49,2021-12-05,2021-12-11,202149,6.0
33,2021,50,2021-12-12,2021-12-18,202150,11.0
33,2021,51,2021-12-19,2021-12-25,202151,5.0
33,2021,52,2021-12-26,2022-01-01,202152,8.0
33,2022,1,2022-01-02,2022-01-08,202201,2.0
33,2022,2,2022-01-09,2022-01-15,202202,10.0
33,2022,3,2022-01-16,2022-01-22,202203,5.0
33,2022,4,2022-01-23,2022-01-29,202204,1.0
33,2022,5,2022-01-30,2022-02-05,202205,1.0
33,2022,6,2022-02-06,2022-02-12,202206,11.0
33,2022,7,2022-02-13,2022-02-19,202207,7.0
33,2022,8,2022-02-20,2022-02-26,202208,4.0
33,2022,9,2022-02-27,2022-03-05,202209,3.0
33,2022,10,2022-03-06,2022-03-12,202210,17.0
33,2022,11,2022-03-13,2022-03-19,202211,8.0
33,2022,12,2022-03-20,2022-03-26,202212,9.0
33,2022,13,2022-03-27,2022-04-02,202213,9.0
33,2022,14,2022-04-03,2022-04-09,202214,16.0
33,2022,15,2022-04-10,2022-04-16,202215,19.0
33,2022,16,2022-04-17,2022-04-23,202216,32.0
33,2022,17,2022-04-24,2022-04-30,202217,30.0
33,2022,18,2022-05-01,2022-05-07,202218,26.0
33,2022,19,2022-05-08,2022-05-14,202219,15.0
33,2022,20,2022-05-15,2022-05-21,202220,14.0
33,2022,21,2022-05-22,2022-05-28,202221,10.0
33,2022,22,2022-05-29,2022-06-04,202222,8.0
33,2022,23,2022-06-05,2022-06-11,202223,4.0
33,2022,24,2022-06-12,2022-06-18,202224,2.0
33,2022,25,2022-06-19,2022-06-25,202225,1.0
33,2022,26,2022-06-26,2022-07-02,202226,3.0
33,2022,27,2022-07-03,2022-07-09,202227,1.0
33,2022,28,2022-07-10,2022-07-16,202228,0.0
33,2022,29,2022-07-17,2022-07-23,202229,2.0
33,2022,30,2022-07-24,2022-07-30,202230,2.0
33,2022,31,2022-07-31,2022-08-06,202231,1.0
33,2022,32,2022-08-07,2022-08-13,202232,1.0
33,2022,33,2022-08-14,2022-08-20,202233,0.0
33,2022,34,2022-08-21,2022-08-27,202234,0.0
33,2022,35,2022-08-28,2022-09-03,202235,0.0
33,2022,36,2022-09-04,2022-09-10,202236,0.0
33,2022,37,2022-09-11,2022-09-17,202237,3.0
33,2022,38,2022-09-18,2022-09-24,202238,2.0
33,2022,39,2022-09-25,2022-10-01,202239,0.0
33,2022,40,2022-10-02,2022-10-08,202240,0.0
33,2022,41,2022-10-09,2022-10-15,202241,0.0
33,2022,42,2022-10-16,2022-10-22,202242,1.0
33,2022,43,2022-10-23,2022-10-29,202243,0.0
33,2022,44,2022-10-30,2022-11-05,202244,3.0
33,2022,45,2022-11-06,2022-11-12,202245,5.0
33,2022,46,2022-11-13,2022-11-19,202246,7.0
33,2022,47,2022-11-20,2022-11-26,202247,12.0
33,2022,48,2022-11-27,2022-12-03,202248,36.0
33,2022,49,2022-12-04,2022-12-10,202249,73.0
33,2022,50,2022-12-11,2022-12-17,202250,87.0
33,2022,51,2022-12-18,2022-12-24,202251,120.0
33,2022,52,2022-12-25,2022-12-31,202252,142.0
33,2023,1,2023-01-01,2023-01-07,202301,100.0
33,2023,2,2023-01-08,2023-01-14,202302,44.0
33,2023,3,2023-01-15,2023-01-21,202303,10.0
34,2020,42,2020-10-11,2020-10-17,202042,0.0
34,2020,43,2020-10-18,2020-10-24,202043,2.0
34,2020,44,2020-10-25,2020-10-31,202044,9.0
34,2020,45,2020-11-01,2020-11-07,202045,2.0
34,2020,46,2020-11-08,2020-11-14,202046,3.0
34,2020,47,2020-11-15,2020-11-21,202047,12.0
34,2020,48,2020-11-22,2020-11-28,202048,3.0
34,2020,49,2020-11-29,2020-12-05,202049,14.0
34,2020,50,2020-12-06,2020-12-12,202050,10.0
34,2020,51,2020-12-13,2020-12-19,202051,16.0
34,2020,52,2020-12-20,2020-12-26,202052,9.0
34,2020,53,2020-12-27,2021-01-02,202053,17.0
34,2021,1,2021-01-03,2021-01-09,202101,14.0
34,2021,2,2021-01-10,2021-01-16,202102,6.0
34,2021,3,2021-01-17,2021-01-23,202103,14.0
34,2021,4,2021-01-24,2021-01-30,202104,11.0
34,2021,5,2021-01-31,2021-02-06,202105,9.0
34,2021,6,2021-02-07,2021-02-13,202106,14.0
34,2021,7,2021-02-14,2021-02-20,202107,14.0
34,2021,8,2021-02-21,2021-02-27,202108,10.0
34,2021,9,2021-02-28,2021-03-06,202109,6.0
34,2021,10,2021-03-07,2021-03-13,202110,10.0
34,2021,11,2021-03-14,2021-03-20,202111,18.0
34,2021,12,2021-03-21,2021-03-27,202112,6.0
34,2021,13,2021-03-28,2021-04-03,202113,11.0
34,2021,14,2021-04-04,2021-04-10,202114,8.0
34,2021,15,2021-04-11,2021-04-17,202115,11.0
34,2021,16,2021-04-18,2021-04-24,202116,14.0
34,2021,17,2021-04-25,2021-05-01,202117,5.0
34,2021,18,2021-05-02,2021-05-08,202118,8.0
34,2021,19,2021-05-09,2021-05-15,202119,28.0
34,2021,20,2021-05-16,2021-05-22,202120,4.0
34,2021,21,2021-05-23,2021-05-29,202121,3.0
34,2021,22,2021-05-30,2021-06-05,202122,2.0
34,2021,23,2021-06-06,2021-06-12,202123,11.0
34,2021,24,2021-06-13,2021-06-19,202124,18.0
34,2021,25,2021-06-20,2021-06-26,202125,2.0
34,2021,26,2021-06-27,2021-07-03,202126,8.0
34,2021,27,2021-07-04,2021-07-10,202127,8.0
34,2021,28,2021-07-11,2021-07-17,202128,2.0
34,2021,29,2021-07-18,2021-07-24,202129,9.0
34,2021,30,2021-07-25,2021-07-31,202130,5.0
34,2021,31,2021-08-01,2021-08-07,202131,5.0
34,2021,32,2021-08-08,2021-08-14,202132,5.0
34,2021,33,2021-08-15,2021-08-21,202133,5.0
34,2021,34,2021-08-22,2021-08-28,202134,5.0
34,2021,35,2021-08-29,2021-09-04,202135,4.0
34,2021,36,2021-09-05,2021-09-11,202136,6.0
34,2021,37,2021-09-12,2021-09-18,202137,3.0
34,2021,38,2021-09-19,2021-09-25,202138,7.0
34,2021,39,2021-09-26,2021-10-02,202139,11.0
34,2021,40,2021-10-03,2021-10-09,202140,6.0
34,2021,41,2021-10-10,2021-10-16,202141,2.0
34,2021,42,2021-10-17,2021-10-23,202142,12.0
34,2021,43,2021-10-24,2021-10-30,202143,3.0
34,2021,44,2021-10-31,2021-11-06,202144,5.0
34,2021,45,2021-11-07,2021-11-13,202145,9.0
34,2021,46,2021-11-14,2021-11-20,202146,18.0
34,2021,47,2021-11-21,2021-11-27,202147,24.0
34,2021,48,2021-11-28,2021-12-04,202148,41.0
34,2021,49,2021-12-05,2021-12-11,202149,48.0
34,2021,50,2021-12-12,2021-12-18,202150,72.0
34,2021,51,2021-12-19,2021-12-25,202151,56.0
34,2021,52,2021-12-26,2022-01-01,202152,56.0
34,2022,1,2022-01-02,2022-01-08,202201,41.0
34,2022,2,2022-01-09,2022-01-15,202202,36.0
34,2022,3,2022-01-16,2022-01-22,202203,15.0
34,2022,4,2022-01-23,2022-01-29,202204,21.0
34,2022,5,2022-01-30,2022-02-05,202205,27.0
34,2022,6,2022-02-06,2022-02-12,202206,25.0
34,2022,7,2022-02-13,2022-02-19,202207,32.0
34,2022,8,2022-02-20,2022-02-26,202208,35.0
34,2022,9,2022-02-27,2022-03-05,202209,41.0
34,2022,10,2022-03-06,2022-03-12,202210,39.0
34,2022,11,2022-03-13,2022-03-19,202211,52.0
34,2022,12,2022-03-20,2022-03-26,202212,63.0
34,2022,13,2022-03-27,2022-04-02,202213,94.0
34,2022,14,2022-04-03,2022-04-09,202214,152.0
34,2022,15,2022-04-10,2022-04-16,202215,130.0
34,2022,16,2022-04-17,2022-04-23,202216,131.0
34,2022,17,2022-04-24,2022-04-30,202217,129.0
34,2022,18,2022-05-01,2022-05-07,202218,116.0
34,2022,19,2022-05-08,2022-05-14,202219,108.0
34,2022,20,2022-05-15,2022-05-21,202220,82.0
34,2022,21,2022-05-22,2022-05-28,202221,79.0
34,2022,22,2022-05-29,2022-06-04,202222,48.0
34,2022,23,2022-06-05,2022-06-11,202223,50.0
34,2022,24,2022-06-12,2022-06-18,202224,49.0
34,2022,25,2022-06-19,2022-06-25,202225,17.0
34,2022,26,2022-06-26,2022-07-02,202226,17.0
34,2022,27,2022-07-03,2022-07-09,202227,18.0
34,2022,28,2022-07-10,2022-07-16,202228,20.0
34,2022,29,2022-07-17,2022-07-23,202229,7.0
34,2022,30,2022-07-24,2022-07-30,202230,10.0
34,2022,31,2022-07-31,2022-08-06,202231,19.0
34,2022,32,2022-08-07,2022-08-13,202232,6.0
34,2022,33,2022-08-14,2022-08-20,202233,15.0
34,2022,34,2022-08-21,2022-08-27,202234,12.0
34,2022,35,2022-08-28,2022-09-03,202235,9.0
34,2022,36,2022-09-04,2022-09-10,202236,13.0
34,2022,37,2022-09-11,2022-09-17,202237,9.0
34,2022,38,2022-09-18,2022-09-24,202238,19.0
34,2022,39,2022-09-25,2022-10-01,202239,17.0
34,2022,40,2022-10-02,2022-10-08,202240,28.0
34,2022,41,2022-10-09,2022-10-15,202241,31.0
34,2022,42,2022-10-16,2022-10-22,202242,32.0
34,2022,43,2022-10-23,2022-10-29,202243,76.0
34,2022,44,2022-10-30,2022-11-05,202244,183.0
34,2022,45,2022-11-06,2022-11-12,202245,309.0
34,2022,46,2022-11-13,2022-11-19,202246,324.0
34,2022,47,2022-11-20,2022-11-26,202247,581.0
34,2022,48,2022-11-27,2022-12-03,202248,892.0
34,2022,49,2022-12-04,2022-12-10,202249,738.0
34,2022,50,2022-12-11,2022-12-17,202250,616.0
34,2022,51,2022-12-18,2022-12-24,202251,511.0
34,2022,52,2022-12-25,2022-12-31,202252,485.0
34,2023,1,2023-01-01,2023-01-07,202301,312.0
34,2023,2,2023-01-08,2023-01-14,202302,155.0
34,2023,3,2023-01-15,2023-01-21,202303,38.0
35,2020,43,2020-10-18,2020-10-24,202043,3.0
35,2020,44,2020-10-25,2020-10-31,202044,5.0
35,2020,45,2020-11-01,2020-11-07,202045,10.0
35,2020,46,2020-11-08,2020-11-14,202046,5.0
35,2020,47,2020-11-15,2020-11-21,202047,1.0
35,2020,48,2020-11-22,2020-11-28,202048,0.0
35,2020,49,2020-11-29,2020-12-05,202049,0.0
35,2020,50,2020-12-06,2020-12-12,202050,2.0
35,2020,51,2020-12-13,2020-12-19,202051,8.0
35,2020,52,2020-12-20,2020-12-26,202052,2.0
35,2020,53,2020-12-27,2021-01-02,202053,1.0
35,2021,1,2021-01-03,2021-01-09,202101,3.0
35,2021,2,2021-01-10,2021-01-16,202102,16.0
35,2021,3,2021-01-17,2021-01-23,202103,2.0
35,2021,4,2021-01-24,2021-01-30,202104,2.0
35,2021,5,2021-01-31,2021-02-06,202105,10.0
35,2021,6,2021-02-07,2021-02-13,202106,3.0
35,2021,7,2021-02-14,2021-02-20,202107,1.0
35,2021,8,2021-02-21,2021-02-27,202108,2.0
35,2021,9,2021-02-28,2021-03-06,202109,0.0
35,2021,10,2021-03-07,2021-03-13,202110,0.0
35,2021,11,2021-03-14,2021-03-20,202111,1.0
35,2021,12,2021-03-21,2021-03-27,202112,0.0
35,2021,13,2021-03-28,2021-04-03,202113,0.0
35,2021,14,2021-04-04,2021-04-10,202114,8.0
35,2021,15,2021-04-11,2021-04-17,202115,0.0
35,2021,16,2021-04-18,2021-04-24,202116,0.0
35,2021,17,2021-04-25,2021-05-01,202117,0.0
35,2021,18,2021-05-02,2021-05-08,202118,0.0
35,2021,19,2021-05-09,2021-05-15,202119,0.0
35,2021,20,2021-05-16,2021-05-22,202120,1.0
35,2021,21,2021-05-23,2021-05-29,202121,0.0
35,2021,22,2021-05-30,2021-06-05,202122,9.0
35,2021,23,2021-06-06,2021-06-12,202123,6.0
35,2021,24,2021-06-13,2021-06-19,202124,6.0
35,2021,25,2021-06-20,2021-06-26,202125,0.0
35,2021,26,2021-06-27,2021-07-03,202126,0.0
35,2021,27,2021-07-04,2021-07-10,202127,0.0
35,2021,28,2021-07-11,2021-07-17,202128,2.0
35,2021,29,2021-07-18,2021-07-24,202129,2.0
35,2021,30,2021-07-25,2021-07-31,202130,2.0
35,2021,31,2021-08-01,2021-08-07,202131,5.0
35,2021,32,2021-08-08,2021-08-14,202132,1.0
35,2021,33,2021-08-15,2021-08-21,202133,0.0
35,2021,34,2021-08-22,2021-08-28,202134,0.0
35,2021,35,2021-08-29,2021-09-04,202135,3.0
35,2021,36,2021-09-05,2021-09-11,202136,0.0
35,2021,37,2021-09-12,2021-09-18,202137,0.0
35,2021,38,2021-09-19,2021-09-25,202138,3.0
35,2021,39,2021-09-26,2021-10-02,202139,4.0
35,2021,40,2021-10-03,2021-10-09,202140,2.0
35,2021,41,2021-10-10,2021-10-16,202141,2.0
35,2021,42,2021-10-17,2021-10-23,202142,4.0
35,2021,43,2021-10-24,2021-10-30,202143,3.0
35,2021,44,2021-10-31,2021-11-06,202144,1.0
35,2021,45,2021-11-07,2021-11-13,202145,6.0
35,2021,46,2021-11-14,2021-11-20,202146,1.0
35,2021,47,2021-11-21,2021-11-27,202147,3.0
35,2021,48,2021-11-28,2021-12-04,202148,6.0
35,2021,49,2021-12-05,2021-12-11,202149,2.0
35,2021,50,2021-12-12,2021-12-18,202150,4.0
35,2021,51,2021-12-19,2021-12-25,202151,5.0
35,2021,52,2021-12-26,2022-01-01,202152,3.0
35,2022,1,2022-01-02,2022-01-08,202201,3.0
35,2022,2,2022-01-09,2022-01-15,202202,2.0
35,2022,3,2022-01-16,2022-01-22,202203,0.0
35,2022,4,2022-01-23,2022-01-29,202204,0.0
35,2022,5,2022-01-30,2022-02-05,202205,12.0
35,2022,6,2022-02-06,2022-02-12,202206,7.0
35,2022,7,2022-02-13,2022-02-19,202207,8.0
35,2022,8,2022-02-20,2022-02-26,202208,3.0
35,2022,9,2022-02-27,2022-03-05,202209,6.0
35,2022,10,2022-03-06,2022-03-12,202210,8.0
35,2022,11,2022-03-13,2022-03-19,202211,17.0
35,2022,12,2022-03-20,2022-03-26,202212,43.0
35,2022,13,2022-03-27,2022-04-02,202213,40.0
35,2022,14,2022-04-03,2022-04-09,202214,42.0
35,2022,15,2022-04-10,2022-04-16,202215,28.0
35,2022,16,2022-04-17,2022-04-23,202216,48.0
35,2022,17,2022-04-24,2022-04-30,202217,55.0
35,2022,18,2022-05-01,2022-05-07,202218,69.0
35,2022,19,2022-05-08,2022-05-14,202219,34.0
35,2022,20,2022-05-15,2022-05-21,202220,69.0
35,2022,21,2022-05-22,2022-05-28,202221,50.0
35,2022,22,2022-05-29,2022-06-04,202222,54.0
35,2022,23,2022-06-05,2022-06-11,202223,27.0
35,2022,24,2022-06-12,2022-06-18,202224,16.0
35,2022,25,2022-06-19,2022-06-25,202225,8.0
35,2022,26,2022-06-26,2022-07-02,202226,14.0
35,2022,27,2022-07-03,2022-07-09,202227,0.0
35,2022,28,2022-07-10,2022-07-16,202228,6.0
35,2022,29,2022-07-17,2022-07-23,202229,5.0
35,2022,30,2022-07-24,2022-07-30,202230,3.0
35,2022,31,2022-07-31,2022-08-06,202231,6.0
35,2022,32,2022-08-07,2022-08-13,202232,7.0
35,2022,33,2022-08-14,2022-08-20,202233,7.0
35,2022,34,2022-08-21,2022-08-27,202234,6.0
35,2022,35,2022-08-28,2022-09-03,202235,21.0
35,2022,36,2022-09-04,2022-09-10,202236,7.0
35,2022,37,2022-09-11,2022-09-17,202237,4.0
35,2022,38,2022-09-18,2022-09-24,202238,9.0
35,2022,39,2022-09-25,2022-10-01,202239,12.0
35,2022,40,2022-10-02,2022-10-08,202240,27.0
35,2022,41,2022-10-09,2022-10-15,202241,22.0
35,2022,42,2022-10-16,2022-10-22,202242,29.0
35,2022,43,2022-10-23,2022-10-29,202243,40.0
35,2022,44,2022-10-30,2022-11-05,202244,97.0
35,2022,45,2022-11-06,2022-11-12,202245,154.0
35,2022,46,2022-11-13,2022-11-19,202246,159.0
35,2022,47,2022-11-20,2022-11-26,202247,162.0
35,2022,48,2022-11-27,2022-12-03,202248,371.0
35,2022,49,2022-12-04,2022-12-10,202249,359.0
35,2022,50,2022-12-11,2022-12-17,202250,346.0
35,2022,51,2022-12-18,2022-12-24,202251,304.0
35,2022,52,2022-12-25,2022-12-31,202252,103.0
35,2023,1,2023-01-01,2023-01-07,202301,115.0
35,2023,2,2023-01-08,2023-01-14,202302,8.0
36,2020,15,2020-04-05,2020-04-11,202015,0.0
36,2020,16,2020-04-12,2020-04-18,202016,0.0
36,2020,17,2020-04-19,2020-04-25,202017,0.0
36,2020,18,2020-04-26,2020-05-02,202018,0.0
36,2020,19,2020-05-03,2020-05-09,202019,0.0
36,2020,20,2020-05-10,2020-05-16,202020,0.0
36,2020,21,2020-05-17,2020-05-23,202021,0.0
36,2020,22,2020-05-24,2020-05-30,202022,0.0
36,2020,23,2020-05-31,2020-06-06,202023,0.0
36,2020,24,2020-06-07,2020-06-13,202024,0.0
36,2020,25,2020-06-14,2020-06-20,202025,0.0
36,2020,26,2020-06-21,2020-06-27,202026,0.0
36,2020,27,2020-06-28,2020-07-04,202027,0.0
36,2020,28,2020-07-05,2020-07-11,202028,0.0
36,2020,29,2020-07-12,2020-07-18,202029,0.0
36,2020,30,2020-07-19,2020-07-25,202030,0.0
36,2020,31,2020-07-26,2020-08-01,202031,0.0
36,2020,32,2020-08-02,2020-08-08,202032,0.0
36,2020,33,2020-08-09,2020-08-15,202033,0.0
36,2020,34,2020-08-16,2020-08-22,202034,0.0
36,2020,35,2020-08-23,2020-08-29,202035,0.0
36,2020,36,2020-08-30,2020-09-05,202036,0.0
36,2020,37,2020-09-06,2020-09-12,202037,0.0
36,2020,38,2020-09-13,2020-09-19,202038,0.0
36,2020,39,2020-09-20,2020-09-26,202039,0.0
36,2020,40,2020-09-27,2020-10-03,202040,0.0
36,2020,41,2020-10-04,2020-10-10,202041,0.0
36,2020,42,2020-10-11,2020-10-17,202042,0.0
36,2020,43,2020-10-18,2020-10-24,202043,7.0
36,2020,44,2020-10-25,2020-10-31,202044,14.0
36,2020,45,2020-11-01,2020-11-07,202045,10.0
36,2020,46,2020-11-08,2020-11-14,202046,12.0
36,2020,47,2020-11-15,2020-11-21,202047,19.0
36,2020,48,2020-11-22,2020-11-28,202048,22.0
36,2020,49,2020-11-29,2020-12-05,202049,25.0
36,2020,50,2020-12-06,2020-12-12,202050,28.0
36,2020,51,2020-12-13,2020-12-19,202051,41.0
36,2020,52,2020-12-20,2020-12-26,202052,35.0
36,2020,53,2020-12-27,2021-01-02,202053,20.0
36,2021,1,2021-01-03,2021-01-09,202101,10.0
36,2021,2,2021-01-10,2021-01-16,202102,23.0
36,2021,3,2021-01-17,2021-01-23,202103,19.0
36,2021,4,2021-01-24,2021-01-30,202104,26.0
36,2021,5,2021-01-31,2021-02-06,202105,22.0
36,2021,6,2021-02-07,2021-02-13,202106,13.0
36,2021,7,2021-02-14,2021-02-20,202107,21.0
36,2021,8,2021-02-21,2021-02-27,202108,13.0
36,2021,9,2021-02-28,2021-03-06,202109,15.0
36,2021,10,2021-03-07,2021-03-13,202110,14.0
36,2021,11,2021-03-14,2021-03-20,202111,13.0
36,2021,12,2021-03-21,2021-03-27,202112,15.0
36,2021,13,2021-03-28,2021-04-03,202113,25.0
36,2021,14,2021-04-04,2021-04-10,202114,27.0
36,2021,15,2021-04-11,2021-04-17,202115,20.0
36,2021,16,2021-04-18,2021-04-24,202116,20.0
36,2021,17,2021-04-25,2021-05-01,202117,17.0
36,2021,18,2021-05-02,2021-05-08,202118,11.0
36,2021,19,2021-05-09,2021-05-15,202119,19.0
36,2021,20,2021-05-16,2021-05-22,202120,14.0
36,2021,21,2021-05-23,2021-05-29,202121,16.0
36,2021,22,2021-05-30,2021-06-05,202122,14.0
36,2021,23,2021-06-06,2021-06-12,202123,5.0
36,2021,24,2021-06-13,2021-06-19,202124,1.0
36,2021,25,2021-06-20,2021-06-26,202125,0.0
36,2021,26,2021-06-27,2021-07-03,202126,2.0
36,2021,27,2021-07-04,2021-07-10,202127,1.0
36,2021,28,2021-07-11,2021-07-17,202128,3.0
36,2021,29,2021-07-18,2021-07-24,202129,1.0
36,2021,30,2021-07-25,2021-07-31,202130,0.0
36,2021,31,2021-08-01,2021-08-07,202131,8.0
36,2021,32,2021-08-08,2021-08-14,202132,7.0
36,2021,33,2021-08-15,2021-08-21,202133,7.0
36,2021,34,2021-08-22,2021-08-28,202134,8.0
36,2021,35,2021-08-29,2021-09-04,202135,8.0
36,2021,36,2021-09-05,2021-09-11,202136,9.0
36,2021,37,2021-09-12,2021-09-18,202137,7.0
36,2021,38,2021-09-19,2021-09-25,202138,9.0
36,2021,39,2021-09-26,2021-10-02,202139,9.0
36,2021,40,2021-10-03,2021-10-09,202140,10.0
36,2021,41,2021-10-10,2021-10-16,202141,8.0
36,2021,42,2021-10-17,2021-10-23,202142,9.0
36,2021,43,2021-10-24,2021-10-30,202143,14.0
36,2021,44,2021-10-31,2021-11-06,202144,19.0
36,2021,45,2021-11-07,2021-11-13,202145,14.0
36,2021,46,2021-11-14,2021-11-20,202146,24.0
36,2021,47,2021-11-21,2021-11-27,202147,24.0
36,2021,48,2021-11-28,2021-12-04,202148,47.0
36,2021,49,2021-12-05,2021-12-11,202149,82.0
36,2021,50,2021-12-12,2021-12-18,202150,83.0
36,2021,51,2021-12-19,2021-12-25,202151,66.0
36,2021,52,2021-12-26,2022-01-01,202152,78.0
36,2022,1,2022-01-02,2022-01-08,202201,42.0
36,2022,2,2022-01-09,2022-01-15,202202,47.0
36,2022,3,2022-01-16,2022-01-22,202203,22.0
36,2022,4,2022-01-23,2022-01-29,202204,17.0
36,2022,5,2022-01-30,2022-02-05,202205,18.0
36,2022,6,2022-02-06,2022-02-12,202206,34.0
36,2022,7,2022-02-13,2022-02-19,202207,30.0
36,2022,8,2022-02-20,2022-02-26,202208,38.0
36,2022,9,2022-02-27,2022-03-05,202209,56.0
36,2022,10,2022-03-06,2022-03-12,202210,57.0
36,2022,11,2022-03-13,2022-03-19,202211,101.0
36,2022,12,2022-03-20,2022-03-26,202212,87.0
36,2022,13,2022-03-27,2022-04-02,202213,180.0
36,2022,14,2022-04-03,2022-04-09,202214,191.0
36,2022,15,2022-04-10,2022-04-16,202215,245.0
36,2022,16,2022-04-17,2022-04-23,202216,302.0
36,2022,17,2022-04-24,2022-04-30,202217,265.0
36,2022,18,2022-05-01,2022-05-07,202218,239.0
36,2022,19,2022-05-08,2022-05-14,202219,201.0
36,2022,20,2022-05-15,2022-05-21,202220,177.0
36,2022,21,2022-05-22,2022-05-28,202221,169.0
36,2022,22,2022-05-29,2022-06-04,202222,119.0
36,2022,23,2022-06-05,2022-06-11,202223,102.0
36,2022,24,2022-06-12,2022-06-18,202224,89.0
36,2022,25,2022-06-19,2022-06-25,202225,63.0
36,2022,26,2022-06-26,2022-07-02,202226,43.0
36,2022,27,2022-07-03,2022-07-09,202227,35.0
36,2022,28,2022-07-10,2022-07-16,202228,36.0
36,2022,29,2022-07-17,2022-07-23,202229,12.0
36,2022,30,2022-07-24,2022-07-30,202230,15.0
36,2022,31,2022-07-31,2022-08-06,202231,11.0
36,2022,32,2022-08-07,2022-08-13,202232,10.0
36,2022,33,2022-08-14,2022-08-20,202233,19.0
36,2022,34,2022-08-21,2022-08-27,202234,26.0
36,2022,35,2022-08-28,2022-09-03,202235,21.0
36,2022,36,2022-09-04,2022-09-10,202236,14.0
36,2022,37,2022-09-11,2022-09-17,202237,20.0
36,2022,38,2022-09-18,2022-09-24,202238,12.0
36,2022,39,2022-09-25,2022-10-01,202239,29.0
36,2022,40,2022-10-02,2022-10-08,202240,38.0
36,2022,41,2022-10-09,2022-10-15,202241,49.0
36,2022,42,2022-10-16,2022-10-22,202242,49.0
36,2022,43,2022-10-23,2022-10-29,202243,107.0
36,2022,44,2022-10-30,2022-11-05,202244,206.0
36,2022,45,2022-11-06,2022-11-12,202245,300.0
36,2022,46,2022-11-13,2022-11-19,202246,508.0
36,2022,47,2022-11-20,2022-11-26,202247,871.0
36,2022,48,2022-11-27,2022-12-03,202248,1350.0
36,2022,49,2022-12-04,2022-12-10,202249,1531.0
